coo: 51.9251096_4.4755567;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2023-01-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.38;129.97;6.79;142.21;11.59;155.32;14.41;169.18;15.01;183.44;13.33;197.56;9.52;211.10;3.90;223.79;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.40;129.83;6.82;142.08;11.64;155.19;14.48;169.06;15.10;183.33;13.43;197.47;9.64;211.03;4.03;223.74;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.42;129.69;6.87;141.94;11.70;155.06;14.56;168.94;15.20;183.22;13.55;197.39;9.77;210.96;4.16;223.69;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.45;129.55;6.91;141.80;11.77;154.93;14.65;168.82;15.30;183.12;13.67;197.30;9.90;210.89;4.30;223.64;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.49;129.40;6.97;141.66;11.84;154.79;14.74;168.70;15.42;183.01;13.80;197.22;10.04;210.83;4.45;223.60;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.54;129.26;7.03;141.52;11.92;154.66;14.85;168.58;15.54;182.91;13.93;197.14;10.18;210.78;4.60;223.56;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.59;129.11;7.10;141.38;12.01;154.52;14.96;168.46;15.66;182.81;14.07;197.06;10.33;210.72;4.76;223.53;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.65;128.95;7.18;141.23;12.11;154.39;15.07;168.34;15.80;182.71;14.22;196.99;10.49;210.67;4.92;223.51;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.72;128.80;7.26;141.08;12.21;154.25;15.20;168.22;15.94;182.62;14.38;196.92;10.65;210.63;5.09;223.48;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.79;128.64;7.35;140.93;12.33;154.12;15.33;168.10;16.09;182.52;14.54;196.85;10.82;210.59;5.26;223.47;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.87;128.48;7.45;140.79;12.44;153.98;15.46;167.98;16.24;182.43;14.71;196.79;11.00;210.55;5.44;223.45;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.96;128.32;7.56;140.63;12.57;153.84;15.61;167.87;16.41;182.34;14.88;196.73;11.18;210.52;5.63;223.45;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.06;128.16;7.67;140.48;12.70;153.71;15.76;167.75;16.58;182.25;15.06;196.67;11.37;210.50;5.81;223.45;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.16;128.00;7.79;140.33;12.84;153.57;15.92;167.64;16.75;182.17;15.25;196.62;11.56;210.47;6.01;223.45;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.27;127.83;7.92;140.18;12.99;153.43;16.09;167.52;16.93;182.09;15.44;196.57;11.76;210.45;6.21;223.46;-0.81;235.58;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.38;127.67;8.06;140.02;13.14;153.30;16.26;167.41;17.12;182.01;15.64;196.52;11.96;210.44;6.41;223.47;-0.61;235.61;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.51;127.50;8.20;139.87;13.31;153.16;16.44;167.30;17.32;181.93;15.85;196.48;12.17;210.43;6.62;223.49;-0.40;235.65;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.64;127.33;8.35;139.71;13.47;153.02;16.63;167.19;17.52;181.85;16.06;196.44;12.39;210.43;6.84;223.51;-0.19;235.70;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.77;127.16;8.50;139.56;13.65;152.89;16.82;167.09;17.73;181.78;16.28;196.41;12.61;210.43;7.05;223.54;0.02;235.75;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.92;126.99;8.66;139.40;13.83;152.75;17.02;166.98;17.95;181.71;16.50;196.38;12.83;210.43;7.28;223.58;0.24;235.81;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.07;126.81;8.83;139.24;14.02;152.62;17.23;166.88;18.17;181.65;16.73;196.35;13.06;210.44;7.50;223.62;0.46;235.87;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.22;126.64;9.01;139.09;14.22;152.49;17.45;166.77;18.39;181.58;16.96;196.33;13.30;210.46;7.74;223.66;0.69;235.94;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.39;126.47;9.19;138.93;14.42;152.35;17.67;166.67;18.63;181.52;17.20;196.31;13.54;210.48;7.97;223.72;0.91;236.02;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.56;126.29;9.38;138.77;14.63;152.22;17.89;166.57;18.87;181.46;17.45;196.29;13.78;210.50;8.21;223.77;1.15;236.10;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.74;126.11;9.57;138.61;14.84;152.09;18.12;166.48;19.11;181.41;17.70;196.28;14.03;210.53;8.45;223.83;1.38;236.18;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.92;125.94;9.78;138.46;15.06;151.96;18.36;166.38;19.36;181.36;17.95;196.28;14.29;210.57;8.70;223.90;1.62;236.27;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.11;125.76;9.98;138.30;15.29;151.83;18.61;166.29;19.62;181.31;18.21;196.28;14.54;210.61;8.95;223.97;1.86;236.37;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.30;125.58;10.20;138.14;15.52;151.70;18.86;166.20;19.88;181.26;18.48;196.28;14.81;210.65;9.21;224.05;2.11;236.47;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.51;125.40;10.42;137.98;15.76;151.57;19.11;166.11;20.15;181.22;18.75;196.28;15.07;210.70;9.46;224.13;2.36;236.58;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.72;125.23;10.64;137.83;16.01;151.44;19.37;166.02;20.42;181.18;19.02;196.29;15.34;210.75;9.72;224.22;2.61;236.70;--;--;--;--;--;--;--;--;--;--;--;--;
2023-01-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.93;125.05;10.88;137.67;16.26;151.32;19.64;165.94;20.70;181.15;19.30;196.31;15.62;210.81;9.99;224.32;2.86;236.82;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.15;124.87;11.12;137.51;16.52;151.19;19.92;165.85;20.98;181.11;19.59;196.33;15.89;210.88;10.26;224.42;3.12;236.94;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.38;124.69;11.36;137.36;16.78;151.07;20.19;165.77;21.27;181.09;19.87;196.35;16.17;210.95;10.53;224.52;3.38;237.07;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.61;124.51;11.61;137.20;17.05;150.94;20.48;165.70;21.56;181.06;20.17;196.38;16.46;211.02;10.80;224.63;3.64;237.21;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.85;124.33;11.87;137.05;17.32;150.82;20.77;165.62;21.85;181.04;20.46;196.41;16.75;211.10;11.08;224.75;3.90;237.35;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.09;124.16;12.13;136.89;17.60;150.70;21.06;165.55;22.16;181.02;20.76;196.45;17.04;211.18;11.35;224.87;4.17;237.50;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.34;123.98;12.39;136.74;17.88;150.58;21.36;165.47;22.46;181.00;21.07;196.49;17.33;211.27;11.64;224.99;4.43;237.65;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.59;123.80;12.66;136.59;18.17;150.47;21.66;165.40;22.77;180.99;21.38;196.53;17.63;211.37;11.92;225.12;4.70;237.81;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.85;123.62;12.94;136.43;18.47;150.35;21.97;165.34;23.09;180.98;21.69;196.58;17.93;211.47;12.21;225.26;4.97;237.97;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.12;123.44;13.22;136.28;18.77;150.24;22.29;165.27;23.41;180.98;22.00;196.64;18.24;211.57;12.49;225.40;5.25;238.13;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.39;123.27;13.51;136.13;19.07;150.12;22.60;165.21;23.73;180.98;22.32;196.70;18.54;211.68;12.78;225.55;5.52;238.31;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.66;123.09;13.80;135.98;19.38;150.01;22.93;165.15;24.06;180.98;22.64;196.76;18.85;211.79;13.08;225.70;5.80;238.48;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.94;122.91;14.10;135.83;19.70;149.90;23.25;165.09;24.39;180.98;22.97;196.83;19.16;211.91;13.37;225.85;6.07;238.67;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.23;122.74;14.40;135.68;20.01;149.79;23.58;165.04;24.72;180.99;23.30;196.90;19.48;212.04;13.67;226.02;6.35;238.85;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.76;110.49;7.52;122.56;14.71;135.53;20.34;149.68;23.92;164.98;25.06;181.00;23.63;196.97;19.79;212.16;13.97;226.18;6.63;239.04;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.48;110.30;7.81;122.38;15.02;135.38;20.66;149.58;24.26;164.93;25.40;181.02;23.96;197.06;20.11;212.30;14.27;226.35;6.92;239.24;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.20;110.10;8.11;122.21;15.33;135.24;20.99;149.47;24.60;164.89;25.75;181.04;24.30;197.14;20.43;212.44;14.57;226.53;7.20;239.44;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.09;109.91;8.41;122.03;15.65;135.09;21.33;149.37;24.94;164.84;26.10;181.06;24.64;197.23;20.76;212.58;14.87;226.71;7.48;239.65;--;--;--;--;--;--;--;--;--;--;--;--;
2023-02-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.39;109.71;8.72;121.86;15.97;134.95;21.67;149.26;25.29;164.80;26.45;181.08;24.98;197.32;21.08;212.73;15.17;226.89;7.77;239.86;-0.65;251.93;--;--;--;--;--;--;--;--;--;--;
2023-02-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.69;109.52;9.03;121.69;16.30;134.80;22.01;149.16;25.65;164.76;26.80;181.11;25.33;197.42;21.41;212.88;15.48;227.08;8.05;240.07;-0.38;252.16;--;--;--;--;--;--;--;--;--;--;
2023-02-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.99;109.33;9.34;121.51;16.63;134.66;22.36;149.06;26.00;164.72;27.16;181.15;25.67;197.52;21.73;213.03;15.78;227.28;8.34;240.29;-0.11;252.40;--;--;--;--;--;--;--;--;--;--;
2023-02-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.29;109.14;9.66;121.34;16.97;134.51;22.71;148.96;26.36;164.68;27.52;181.18;26.02;197.63;22.06;213.20;16.09;227.48;8.63;240.51;0.16;252.64;--;--;--;--;--;--;--;--;--;--;
2023-02-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.60;108.95;9.98;121.17;17.30;134.37;23.06;148.87;26.73;164.65;27.88;181.22;26.37;197.74;22.40;213.36;16.40;227.68;8.92;240.74;0.44;252.88;--;--;--;--;--;--;--;--;--;--;
2023-02-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.92;108.75;10.31;121.00;17.64;134.23;23.42;148.77;27.09;164.61;28.25;181.26;26.73;197.85;22.73;213.53;16.71;227.89;9.21;240.97;0.71;253.13;--;--;--;--;--;--;--;--;--;--;
2023-02-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.23;108.56;10.64;120.83;17.99;134.09;23.78;148.68;27.46;164.58;28.62;181.31;27.08;197.97;23.06;213.71;17.02;228.10;9.49;241.20;0.99;253.38;--;--;--;--;--;--;--;--;--;--;
2023-02-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.55;108.37;10.97;120.66;18.34;133.95;24.14;148.58;27.83;164.55;28.99;181.36;27.44;198.09;23.40;213.88;17.33;228.31;9.78;241.44;1.26;253.63;--;--;--;--;--;--;--;--;--;--;
2023-02-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.88;108.18;11.31;120.49;18.69;133.81;24.50;148.49;28.21;164.53;29.36;181.41;27.80;198.22;23.73;214.07;17.64;228.53;10.07;241.68;1.53;253.88;--;--;--;--;--;--;--;--;--;--;
2023-02-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.20;108.00;11.64;120.32;19.04;133.67;24.87;148.40;28.59;164.51;29.73;181.47;28.15;198.35;24.07;214.25;17.95;228.76;10.36;241.93;1.81;254.14;--;--;--;--;--;--;--;--;--;--;
2023-02-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.53;107.81;11.99;120.15;19.40;133.53;25.24;148.31;28.97;164.48;30.11;181.52;28.52;198.48;24.41;214.45;18.27;228.99;10.65;242.18;2.08;254.41;--;--;--;--;--;--;--;--;--;--;
2023-03-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;3.86;107.62;12.33;119.98;19.76;133.40;25.62;148.22;29.35;164.46;30.49;181.59;28.88;198.62;24.74;214.64;18.58;229.22;10.95;242.43;2.36;254.67;--;--;--;--;--;--;--;--;--;--;
2023-03-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.20;107.43;12.68;119.81;20.12;133.26;25.99;148.13;29.73;164.45;30.87;181.65;29.24;198.76;25.08;214.84;18.89;229.45;11.24;242.69;2.64;254.94;--;--;--;--;--;--;--;--;--;--;
2023-03-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.54;107.25;13.03;119.64;20.48;133.12;26.37;148.05;30.12;164.43;31.25;181.72;29.61;198.91;25.42;215.04;19.20;229.69;11.53;242.95;2.91;255.21;--;--;--;--;--;--;--;--;--;--;
2023-03-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;4.88;107.06;13.38;119.47;20.85;132.99;26.75;147.96;30.50;164.42;31.63;181.79;29.97;199.06;25.76;215.25;19.52;229.94;11.82;243.21;3.19;255.49;--;--;--;--;--;--;--;--;--;--;
2023-03-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.22;106.87;13.73;119.31;21.22;132.85;27.13;147.88;30.89;164.40;32.02;181.86;30.34;199.21;26.10;215.46;19.83;230.18;12.11;243.48;3.46;255.76;--;--;--;--;--;--;--;--;--;--;
2023-03-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.56;106.69;14.09;119.14;21.59;132.71;27.52;147.79;31.28;164.39;32.40;181.94;30.71;199.36;26.44;215.68;20.14;230.43;12.40;243.74;3.74;256.04;--;--;--;--;--;--;--;--;--;--;
2023-03-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;5.91;106.50;14.45;118.97;21.96;132.58;27.90;147.71;31.68;164.39;32.79;182.02;31.07;199.52;26.78;215.90;20.46;230.69;12.69;244.02;4.01;256.32;--;--;--;--;--;--;--;--;--;--;
2023-03-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.26;106.32;14.80;118.81;22.33;132.45;28.29;147.63;32.07;164.38;33.18;182.10;31.44;199.69;27.13;216.12;20.77;230.94;12.98;244.29;4.29;256.61;--;--;--;--;--;--;--;--;--;--;
2023-03-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.61;106.14;15.17;118.64;22.71;132.31;28.68;147.55;32.47;164.37;33.57;182.18;31.81;199.86;27.47;216.34;21.08;231.20;13.27;244.57;4.56;256.89;--;--;--;--;--;--;--;--;--;--;
2023-03-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;6.96;105.95;15.53;118.48;23.08;132.18;29.07;147.47;32.86;164.37;33.96;182.27;32.18;200.03;27.81;216.57;21.40;231.46;13.56;244.85;4.84;257.18;--;--;--;--;--;--;--;--;--;--;
2023-03-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.32;105.77;15.89;118.31;23.46;132.04;29.46;147.39;33.26;164.37;34.35;182.36;32.55;200.20;28.15;216.80;21.71;231.73;13.85;245.13;5.11;257.47;--;--;--;--;--;--;--;--;--;--;
2023-03-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;7.67;105.59;16.26;118.14;23.84;131.91;29.85;147.31;33.66;164.37;34.74;182.45;32.92;200.38;28.49;217.04;22.02;232.00;14.14;245.41;5.38;257.76;--;--;--;--;--;--;--;--;--;--;
2023-03-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;8.03;105.41;16.63;117.98;24.22;131.78;30.25;147.23;34.06;164.37;35.13;182.55;33.29;200.56;28.83;217.28;22.33;232.27;14.42;245.70;5.66;258.05;--;--;--;--;--;--;--;--;--;--;
2023-03-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.74;93.30;8.38;105.22;16.99;117.81;24.60;131.64;30.64;147.15;34.46;164.37;35.52;182.65;33.66;200.74;29.17;217.52;22.64;232.54;14.71;245.99;5.93;258.35;--;--;--;--;--;--;--;--;--;--;
2023-03-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.39;93.11;8.74;105.04;17.36;117.65;24.99;131.51;31.04;147.07;34.86;164.37;35.92;182.75;34.03;200.92;29.51;217.76;22.95;232.82;15.00;246.28;6.20;258.64;--;--;--;--;--;--;--;--;--;--;
2023-03-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.04;92.92;9.10;104.86;17.73;117.48;25.37;131.38;31.43;147.00;35.26;164.38;36.31;182.85;34.40;201.11;29.85;218.01;23.26;233.10;15.28;246.57;6.47;258.94;--;--;--;--;--;--;--;--;--;--;
2023-03-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.32;92.73;9.46;104.68;18.10;117.32;25.75;131.25;31.83;146.92;35.66;164.38;36.70;182.95;34.77;201.31;30.19;218.26;23.57;233.38;15.57;246.86;6.75;259.24;--;--;--;--;--;--;--;--;--;--;
2023-03-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.67;92.55;9.82;104.50;18.47;117.15;26.14;131.11;32.22;146.84;36.06;164.39;37.09;183.06;35.14;201.50;30.52;218.52;23.88;233.66;15.85;247.16;7.02;259.54;--;--;--;--;--;--;--;--;--;--;
